acc,loss,val_acc,val_loss
0.493750000708174,1.1789954576071038,0.7214775361273912,0.5521204051949645
0.5150990109904886,1.0231185836367087,0.8021325222790378,0.48450248501996274
0.54007044878972,0.9024872032904208,0.7505712122110947,0.5180997254734083
0.5774181248210172,0.7980331231234914,0.7089108931500768,0.5395586717246783
0.6323400598578297,0.7156440389946228,0.7706016660281383,0.529963478357485
0.694259329025562,0.6457929006715993,0.8901751719715935,0.5054269773489813
0.7620430322158273,0.5866749000839849,0.9642041097319226,0.48081383262530414
0.8311405163908041,0.5320979964433512,0.9867479076661504,0.44637268334513663
0.8796363291718627,0.47753679695605145,0.9901751792349165,0.4035318619770942
0.9228103575775484,0.43624945753236266,0.9909367777333401,0.36671070298527547
0.9433263536363908,0.3915701177405294,0.9916983923563408,0.3272323676628278
0.9606911656335393,0.35434767018268787,0.9920030382055411,0.28967095039223134
0.9707063989247062,0.3206990241686624,0.9925361681783462,0.25427601915321
0.9773419637128041,0.28528251023303436,0.9926123329182208,0.22345113952198015
0.9805597862848687,0.25522731705558094,0.9929931465215749,0.19738942504791657
0.9843297806025822,0.22324383233170972,0.994059410008055,0.17206183331483027
0.9867574275039301,0.20004856277084132,0.9939070903610293,0.1514422399164245
0.9879950506852405,0.17956598957167813,0.9939070870834548,0.1337981169925604
0.9884996201641579,0.1625350382022974,0.9946687079983092,0.11666495441618714
0.9896515606835156,0.14645450120878328,0.9946686888594529,0.10410477378308455
0.9905940606497846,0.12867600127021864,0.9947448598911811,0.08913768986913873
0.9908796642631043,0.11827516275921217,0.994592536966581,0.07994995322830334
0.9914699148695976,0.10778061749480285,0.9949733410005068,0.0723458304796978
0.9916888810257284,0.10108633099942378,0.9946686984288811,0.06750411646495952
0.9920792098092561,0.09273118344046918,0.9949733347086532,0.06112401506495403
0.9927646626158697,0.08552415129208692,0.9949733538475095,0.05682960845138495
0.9928408239329034,0.07853219072530947,0.9952018253874071,0.05171876064893951
0.9930883465880941,0.072979181195749,0.9950495057403814,0.04931091567258842
0.9925456975583166,0.07232978906303712,0.9952018349568352,0.0446953215374578
0.9923076938420693,0.07113911462415745,0.9941355619009269,0.04918557791789797
0.9923838536428843,0.06979928696067027,0.99459254352173,0.044524022026635815
0.9931549869324539,0.06041751082104213,0.9949733538475095,0.04166270741470788
0.9938690026570892,0.05644463607977568,0.9949733538475095,0.04044644185778119
0.9941450868775077,0.05279849150132243,0.9955064712366074,0.03737136547121036
0.9940308446840576,0.05096506471692472,0.995658790883633,0.03586230317906669
0.9952875097471616,0.04650110248405336,0.9955064679590329,0.035190066052295736
0.9952589491987991,0.043967001060107605,0.995658790883633,0.033577584506772166
0.9959444032946526,0.03889355617720756,0.9958111138082332,0.032929193046332676
0.9958396803488372,0.038594320487948836,0.9955826422683356,0.032525511176778626
0.9959824817196976,0.03823072543113811,0.9958111233776613,0.031812260047974515
0.9962490465472149,0.034663843612632764,0.9958111105306586,0.0304921971382935
0.9963061680797394,0.03449173129680769,0.9958111105306586,0.03030666487812088
0.9968012172941569,0.03234025915944204,0.9961919369810153,0.029075264398175982
0.9968583391807684,0.02992215877496733,0.9961157659492871,0.028234400570120236
0.9969725827451708,0.029570576208959257,0.9959634430246869,0.02985315875654582
0.9969440200359696,0.02764872854032184,0.9964965699832129,0.028857913770502248
0.9970297041324288,0.027827547332846474,0.9958872815623868,0.02801182725000772
0.9970106637668537,0.02700228494452277,0.9964204085209128,0.027030264783681847
0.9974771522876423,0.023856670905673494,0.9961919369810153,0.02703682375250431
0.9971534662181334,0.02524597139352392,0.9964965828302156,0.02849015635434717
0.9975818753787242,0.022552894901339552,0.9964204085209128,0.029131796546649224
0.997296266363308,0.022808476002647144,0.9964965699832129,0.02591181914666093
0.9974295501480189,0.02298678184567929,0.9964204117984874,0.028120214058553
0.9975723539702509,0.021609920367416952,0.9964204213679154,0.027542524760686887
0.9977627564003153,0.02004557942456629,0.9963442503361872,0.028695137104798343
0.9979150806958678,0.020053635660760384,0.996648892907813,0.0255521123728063
0.9977532363627943,0.019865533199107385,0.9968773772947133,0.02433621434116082
0.997686596454234,0.018960884824871835,0.996648892907813,0.025348435467150224
0.9979722016473264,0.018272314066604994,0.9964965828302156,0.02623827572506253
0.9980959629431446,0.0177815992095751,0.996572731445513,0.02591225799720703
0.9978389178626155,0.018051235928495966,0.9964204117984874,0.025355357953091205
0.9980769238032554,0.016757789312919314,0.9964204117984874,0.026505219166912564
0.9980388404754673,0.01689692402779148,0.996268079304459,0.02516061389181828
0.9982768462708409,0.015702142518209485,0.9964965732607874,0.02552716509642623
0.9982102037656425,0.015594141785075259,0.996648892907813,0.02301935531335166
0.9982292478082748,0.015346975980918097,0.9966489024772411,0.026929129708078828
0.998162602851705,0.015767253130980784,0.9963442503361872,0.02442202064444886
0.9983625279159284,0.014461330145807413,0.9964965699832129,0.024473791272412795
0.9983720505500875,0.014048805145826262,0.9964965699832129,0.023148646905609697
0.9984291704211268,0.013312162275043773,0.996572731445513,0.023153825383420583
0.9985338921412564,0.01294573881725092,0.9965727410149411,0.025360445372947554
0.9984482120123875,0.013701444396129202,0.9967250543701132,0.025068032603656983
0.9984958117006394,0.013076308057682486,0.9968773740171387,0.02426447737522236
0.9985338909155707,0.012585461569662006,0.9964965699832129,0.02643958099629029
0.9985719742433588,0.012278350337386494,0.9969535387570133,0.022300290053331572
0.9985910135285144,0.012092755262378917,0.9971058616816135,0.022256180107797816
0.9986862153563896,0.011567583165336499,0.9971820231439136,0.02163656262563143
0.9986862139854373,0.010702353015383146,0.9967250543701132,0.022267705712805064
0.9988670973131335,0.010595702789496893,0.9968012158324132,0.022589439144592112
0.9987052542057459,0.011344471664904912,0.9968012158324132,0.0238141683888567
0.9985910120122957,0.011654249062195636,0.9968773868641414,0.025286593228601266
0.9986862152111231,0.010984113971899233,0.996877390141716,0.021479394998449638
0.9986195739316105,0.011103568625014335,0.9968012254018414,0.022453428237994753
0.9989242208612301,0.009924369944175827,0.9969535354794388,0.024992168702962555
0.9988766202378255,0.009725749579039086,0.9968773740171387,0.024987826328965786
0.9989147006784426,0.009571890819673082,0.9968773740171387,0.024052139512644136
