acc,loss,val_acc,val_loss
0.5678134795191446,0.8504845626596953,0.9149322281562967,0.5090673288922161
0.7914512149557061,0.5611860840686704,0.9983149394707524,0.35692794853983506
0.9657969900296343,0.38449539249796894,0.9985741815711117,0.23922088854724005
0.9938385051353316,0.24598237182688318,0.9989815567583608,0.14851592008859685
0.9973104218440585,0.15184230950612274,0.9991111778902148,0.092080538557813
0.9983705133439055,0.08299740168374674,0.9991852464777268,0.037911767883516134
0.9991250765999155,0.04017320343761513,0.9992963462112198,0.019951834464436744
0.9993171899477041,0.02356494754040038,0.9994259662393657,0.011911102570110485
0.9993982011219653,0.01317494565291454,0.9993148633580977,0.0061680705826137674
0.9994907851718465,0.00658903979493448,0.9994074490924878,0.0041105015549196735
0.9995208757346026,0.00416726586223592,0.9994074533439709,0.003822753228831855
0.9995278191317364,0.003299433805049035,0.9993704147987318,0.004429539968513141
0.999578740578461,0.0027791797916374926,0.9995000359305858,0.0034915121886161106
0.9996435501289845,0.0023566443025441206,0.9994444844899517,0.0037474316237275677
0.9996366060392836,0.0022870715989996367,0.9995185519737558,0.0029914397489195074
0.9996991007603372,0.001936224330108493,0.9996481731056098,0.0026528038127775788
0.9997453930224337,0.0017417513268487258,0.9996111388118538,0.002592878864260175
0.9997500222070618,0.0015155694859199811,0.9996481731056098,0.002640455389834356
0.9996944711391987,0.0016482213101754511,0.9996296559587319,0.002215175253886344
