acc,loss,val_acc,val_loss
0.5666700614593054,0.9322195838907668,0.9749648177917777,0.4703753585837857
0.8388174191262215,0.535469080750271,0.9978520096950942,0.36113659027514394
0.9651975061408291,0.35376748263244606,0.9986112138208005,0.25944317444087256
0.9921002317521436,0.21712693022867613,0.9987408338489466,0.1690149335340344
0.997055814249528,0.130201521528656,0.9990185910521168,0.10192118628430248
0.9980140635106916,0.08290413533978802,0.9990556264495807,0.06191887808859494
0.998361255335557,0.05737835866734395,0.9992407979183608,0.03988710531694352
0.9986482669079313,0.042136655442778094,0.9992407957109449,0.027724982073956725
0.9988612111774902,0.03225478249824996,0.9993704168427989,0.020061778208287362
0.9989838853158154,0.025639596254288334,0.9993148654021649,0.015437031290588066
0.9990139752616072,0.016517551520653682,0.9993148654021649,0.006581016389339772
0.9992639534910559,0.009152868049251818,0.9995000379746529,0.0038875092499942618
0.9992917285695763,0.006541701133214067,0.9994630047846049,0.0038148272666605845
0.9994144035809224,0.004778358375245573,0.9994259704908489,0.003516833186002666
0.9995162458574074,0.0032709636464721774,0.999555589415287,0.0032746967209482222
0.9995393925865191,0.0028557573439082864,0.999537073372117,0.002903816912242666
0.9995949430752195,0.002473941134891394,0.9995555862675118,0.002855100866875404
0.9996366056405747,0.0021805490199532183,0.9994815219314829,0.0032147024735568594
0.9996643814116621,0.0018545726348901633,0.9995926248127509,0.002858600944701965
0.9996852124760844,0.0018312153100894038,0.9995555862675118,0.0031185773500564105
0.9996828984818339,0.0018237741677790504,0.999537073372117,0.0033371597049896766
