acc,loss,val_acc,val_loss
0.8956587958771676,0.508173062319258,0.9900228595878909,0.2524455819911659
0.9899847695324498,0.12949702972709362,0.9900228595878909,0.0562991010216657
0.9899847669358119,0.05288315770490789,0.9900228595878909,0.053682590679457784
0.9899847658553926,0.051132258128230114,0.9900228595878909,0.048722749339063384
0.9899847683067642,0.04524449938844381,0.9900228595878909,0.04433556661713423
0.9899847673716113,0.041207642739770615,0.9900228595878909,0.04080492761397489
0.9900514102308966,0.03723002405977621,0.9900228467408883,0.037667053679156105
0.9900990091292621,0.033589546117713136,0.9898705366632907,0.03487852630684236
0.9906321418167341,0.03000529324132254,0.9902513406972167,0.032258958232455004
0.991441353967148,0.026658956362650945,0.9903274958676631,0.029791660764611413
0.9923172107018865,0.02336046838393805,0.9912414235825404,0.027230838269437892
0.993078826550573,0.02019790522640703,0.9923076936241696,0.02508353962926854
0.9942974119629464,0.017393816790493136,0.9929931497991493,0.022902050007756032
0.9949162241346674,0.015036869553816473,0.9932216213390469,0.02171226210512011
0.9955255128006307,0.012869268583285609,0.9933739442636471,0.019878843019844827
0.9960967237678813,0.011451508308514692,0.9937547578670011,0.018661640236907483
0.9971629865461874,0.00877940250973459,0.9945163820594299,0.017565267155285974
0.997943640163811,0.0066999629877581455,0.9948971732463532,0.016656817378361354
0.9985814930551941,0.004991892558470743,0.9951256672026815,0.016144249155005244
0.999019421318153,0.0036450926094583357,0.9951256576332533,0.016929451554519977
0.999333588721093,0.0029649177892807437,0.9952779805578535,0.017041012689596083
0.9996096715705592,0.00215996483643025,0.9958111105306586,0.017277129870319492
0.9997334350272162,0.0014656845739101374,0.995582638990761,0.01796390377779499
