acc,loss,val_acc,val_loss
0.6137492534882171,0.817482569737201,0.7108177189720656,0.6088510953217169
0.7742652265498496,0.5415006925626259,0.9978334945922833,0.328254139577448
0.9228702106226352,0.367752310704006,0.9986482492182646,0.17154995601412615
0.9843902619762509,0.22297787444057798,0.9990185921558247,0.08420337776450455
0.9973081072706452,0.11786004830389107,0.9992037625208968,0.04984982758258265
0.9988982448813233,0.056039633908171724,0.9992222776237077,0.025791074791047787
0.9992639534532544,0.024525937504331026,0.9993148676095808,0.010513732053489034
0.9994005152966697,0.011569488656324666,0.9993889361970928,0.005368411065942303
0.9994861561298708,0.006135283040889303,0.9994630005331218,0.0041346877926158885
0.9995579094762371,0.003991787887110316,0.9993518976518537,0.004599739212172202
0.9995717969252704,0.003163024763085032,0.9993518976518537,0.004168066639765246
0.9996227181915414,0.002629882585609499,0.9992963504627028,0.0044315637760642445
0.9996666959850754,0.002481482662052814,0.9992778333158248,0.0041543182877412715
